TicketID,Date,AgentID,Priority,Category,Channel,ResolutionMinutes,Status,SLA_Met,Escalated,FCR,CSAT,Revenue,Profit
2305,2025-05-21,1003,High,Billing,Phone,91,Resolved,True,False,True,5,222.5,130.75
2306,2024-11-28,1012,Critical,Account Access,Email,177,Resolved,True,True,False,3,106.33,62.36
2307,2024-11-06,1014,Medium,Account Access,Social Media,111,Resolved,True,False,False,4,179.62,89.47
2308,2024-09-15,1004,Medium,Billing,Phone,82,Resolved,True,False,True,4,346.41,230.86
2309,2024-08-02,1007,Low,Bug Report,Phone,53,Resolved,True,False,True,4,188.86,103.87
2310,2024-11-11,1021,High,Feature Request,Web Portal,149,Closed,True,False,True,5,532.31,367.06
2311,2024-11-30,1014,Critical,Account Access,Email,288,Closed,False,True,False,3,93.18,35.82
2312,2025-05-08,1013,Medium,General Inquiry,Phone,128,Resolved,False,True,True,3,20.12,8.48
2313,2025-04-18,1013,Critical,Technical Issue,Phone,210,Resolved,True,False,False,4,224.72,116.53
2314,2025-03-03,1004,Medium,Account Access,Phone,132,Resolved,False,False,True,3,45.38,25.12
2315,2025-06-26,1022,High,Account Access,Chat,143,Resolved,False,False,False,4,85.45,52.6
2316,2025-03-11,1021,Medium,Account Access,Phone,78,Resolved,True,False,True,5,154.08,76.62
2317,2025-01-17,1022,Medium,Technical Issue,Chat,75,Resolved,True,True,False,4,366.22,213.98
2318,2024-08-20,1005,Low,Billing,Web Portal,34,Resolved,True,False,True,5,452.27,259.49
2319,2025-02-24,1016,Critical,Account Access,Email,256,Closed,True,False,False,3,52.54,31.24
2320,2024-07-03,1010,High,Account Access,Phone,133,Resolved,True,False,False,4,165.04,80.69
2321,2024-07-22,1004,Low,Billing,Chat,75,Open,True,True,False,3,384.98,135.65
2322,2024-10-14,1022,High,Technical Issue,Social Media,86,Resolved,True,False,True,4,207.68,132.38
2323,2024-07-07,1016,High,General Inquiry,Chat,160,Resolved,True,True,False,3,73.77,35.93
2324,2025-04-27,1006,High,Bug Report,Chat,105,Resolved,True,False,False,5,125.91,59.44
2325,2025-04-19,1020,High,Billing,Email,109,Resolved,True,False,False,4,284.55,190.86
2326,2025-03-23,1009,Low,Billing,Phone,46,Closed,True,False,False,4,199.12,127.53
2327,2024-10-09,1002,Medium,Technical Issue,Social Media,66,Resolved,True,False,True,4,371.58,220.84
2328,2024-12-15,1016,High,Technical Issue,Email,163,Closed,True,False,True,4,211.76,97.49
2329,2024-07-30,1022,Low,Feature Request,Phone,49,Pending Customer,True,False,True,5,668.64,446.99
2330,2025-02-18,1001,High,General Inquiry,Email,141,Resolved,True,True,False,3,30.61,12.42
2331,2025-01-30,1018,Low,Billing,Phone,33,In Progress,True,False,True,4,231.16,122.83
2332,2024-07-09,1004,Medium,Billing,Chat,114,In Progress,False,True,False,3,154.95,57.37
2333,2024-07-03,1019,Low,Billing,Phone,57,Resolved,True,False,True,4,561.57,342.35
2334,2025-01-23,1023,Medium,Bug Report,Chat,117,Open,True,False,True,4,273.05,153.26
2335,2024-11-07,1003,Medium,Technical Issue,Phone,70,Resolved,True,False,True,5,243.97,112.35
2336,2024-11-13,1010,Critical,Bug Report,Phone,185,Resolved,True,True,False,4,138.79,81.05
2337,2025-05-27,1015,High,Feature Request,Email,114,Resolved,True,True,False,4,253.87,150.9
2338,2024-09-01,1017,Low,Technical Issue,Email,41,Resolved,True,False,True,5,389.19,189.9
2339,2025-01-29,1005,Medium,Technical Issue,Phone,97,Closed,True,False,False,4,197.0,106.0
2340,2024-09-04,1011,Medium,Technical Issue,Phone,102,Resolved,True,False,True,5,333.04,210.74
2341,2024-08-09,1006,High,Billing,Phone,116,Open,True,False,True,5,410.78,280.95
2342,2024-10-01,1006,Medium,Technical Issue,Email,67,Resolved,True,False,True,5,105.35,51.41
2343,2024-10-10,1017,Low,Bug Report,Chat,30,In Progress,True,False,True,5,183.77,111.61
2344,2025-01-01,1016,High,Billing,Phone,239,Closed,True,False,False,4,519.23,248.89
2345,2025-02-08,1007,High,Bug Report,Chat,231,Closed,True,False,False,4,298.45,201.86
2346,2025-02-09,1009,Medium,General Inquiry,Phone,78,Pending Customer,True,False,True,4,23.55,14.35
2347,2025-03-06,1009,Low,Account Access,Phone,47,Closed,True,False,True,5,86.96,43.83
2348,2024-10-17,1021,Medium,Billing,Email,55,Resolved,True,False,True,5,291.05,158.92
2349,2024-11-05,1015,High,Account Access,Chat,118,Closed,True,False,True,5,40.34,20.82
2350,2025-03-05,1002,Medium,Feature Request,Email,85,Resolved,True,False,True,5,385.45,192.08
2351,2025-06-24,1022,Low,Technical Issue,Web Portal,39,In Progress,False,True,True,4,93.56,54.71
2352,2024-09-05,1004,Medium,Feature Request,Chat,117,In Progress,True,False,True,4,544.98,341.77
2353,2025-06-20,1003,Low,Billing,Phone,34,Closed,True,True,True,4,147.37,58.49
2354,2025-04-02,1013,Medium,Billing,Web Portal,92,In Progress,True,False,True,4,248.37,114.35
2355,2025-03-22,1011,Medium,Bug Report,Social Media,87,Resolved,True,False,False,4,159.79,79.72
2356,2025-06-14,1008,Medium,General Inquiry,Email,104,Closed,True,False,True,4,65.18,30.08
2357,2024-11-20,1004,Medium,Technical Issue,Email,98,In Progress,True,False,False,4,89.32,41.95
2358,2025-01-26,1022,Low,General Inquiry,Phone,51,Resolved,True,False,False,4,76.98,44.72
2359,2025-02-03,1003,Medium,General Inquiry,Phone,79,Resolved,True,False,True,4,58.38,28.17
2360,2025-04-27,1021,High,Feature Request,Phone,121,Resolved,True,True,False,4,425.07,222.2
2361,2025-05-10,1016,Low,Bug Report,Phone,55,Closed,True,False,True,4,72.22,35.01
2362,2024-08-29,1023,High,Technical Issue,Social Media,222,Resolved,False,True,False,3,274.05,108.85
2363,2024-10-19,1023,Low,Billing,Web Portal,50,In Progress,True,False,True,4,534.45,331.71
2364,2025-01-10,1015,Medium,Billing,Web Portal,64,Closed,True,False,True,5,504.5,235.86
2365,2025-01-06,1021,High,Bug Report,Chat,126,Closed,True,False,True,4,133.45,66.85
2366,2025-05-05,1002,High,General Inquiry,Web Portal,139,Resolved,True,False,False,4,62.21,40.88
2367,2025-06-23,1002,Critical,Technical Issue,Phone,129,Closed,True,True,False,3,156.67,72.4
2368,2025-02-10,1022,High,Feature Request,Email,81,Closed,True,False,True,4,842.68,528.44
2369,2025-01-04,1019,Medium,Technical Issue,Phone,109,Closed,True,False,True,4,350.97,216.99
2370,2024-08-23,1010,Critical,Bug Report,Web Portal,241,Closed,False,True,False,3,136.48,70.82
2371,2024-12-13,1005,Low,Billing,Web Portal,51,Closed,True,False,True,4,367.85,190.52
2372,2024-11-04,1004,Low,Account Access,Email,82,Resolved,True,False,True,5,134.88,88.67
2373,2024-07-31,1018,High,Technical Issue,Chat,163,Closed,False,False,False,3,305.74,202.34
2374,2024-12-21,1021,Medium,Feature Request,Web Portal,92,Resolved,True,True,True,4,727.28,292.57
2375,2025-01-04,1021,Low,General Inquiry,Email,48,Pending Customer,True,False,True,5,83.09,37.72
2376,2025-01-16,1020,Medium,Technical Issue,Chat,92,Resolved,False,False,False,3,231.69,106.49
2377,2025-06-26,1006,Medium,Account Access,Email,79,In Progress,True,True,False,3,64.26,35.46
2378,2025-03-03,1017,Low,Billing,Chat,24,Open,True,False,True,5,336.74,214.25
2379,2024-12-02,1005,Medium,Billing,Chat,95,Resolved,True,False,True,5,505.74,257.41
2380,2024-09-12,1002,High,Billing,Chat,83,Resolved,True,False,True,5,407.59,183.47
2381,2025-05-19,1018,Medium,Technical Issue,Chat,98,Resolved,True,False,True,5,136.71,71.4
2382,2024-09-03,1020,Low,Account Access,Phone,44,Open,True,False,True,4,98.62,46.46
2383,2025-04-21,1009,Medium,Bug Report,Email,88,In Progress,True,False,True,4,262.46,130.59
2384,2024-11-15,1012,Medium,Bug Report,Email,61,Closed,True,False,True,5,112.98,54.0
2385,2025-02-19,1016,High,Feature Request,Email,157,In Progress,True,True,True,4,818.38,485.73
2386,2024-12-31,1004,Medium,Bug Report,Chat,135,Resolved,True,False,False,3,208.58,112.59
2387,2025-04-30,1001,High,Technical Issue,Chat,201,Closed,True,True,False,3,236.43,122.21
2388,2025-02-20,1003,Medium,Billing,Social Media,85,Closed,True,False,False,4,515.29,344.51
2389,2024-09-02,1023,Low,Feature Request,Email,46,Closed,True,False,True,4,890.3,443.03
2390,2025-04-07,1002,Low,Bug Report,Email,37,Open,True,False,True,5,65.32,43.05
2391,2025-03-12,1016,Low,Technical Issue,Phone,54,Resolved,True,False,False,4,99.75,50.82
2392,2024-08-07,1005,Medium,Account Access,Social Media,67,Open,True,False,False,4,53.72,36.23
2393,2025-06-05,1002,High,Technical Issue,Chat,125,Closed,True,False,True,5,129.61,87.51
2394,2025-05-23,1008,High,Billing,Chat,249,Pending Customer,True,False,True,4,557.49,365.94
2395,2025-06-10,1009,Medium,Technical Issue,Phone,77,Resolved,True,False,True,4,385.87,256.53
2396,2025-05-21,1017,Medium,Technical Issue,Chat,67,Pending Customer,False,False,True,4,345.35,204.56
2397,2025-06-26,1021,Medium,Feature Request,Web Portal,53,Open,True,False,True,4,345.63,172.94
2398,2024-11-27,1009,High,General Inquiry,Phone,146,Open,False,False,False,4,73.85,39.14
2399,2024-12-29,1015,Medium,General Inquiry,Social Media,51,Resolved,True,False,True,4,23.09,11.96
2400,2025-06-10,1023,Medium,Feature Request,Chat,126,Resolved,True,False,True,4,457.08,310.55
2401,2024-12-16,1009,High,Feature Request,Web Portal,175,Resolved,True,False,False,4,323.3,204.69
2402,2025-06-02,1011,Medium,Technical Issue,Email,95,Closed,True,False,False,4,316.45,167.28
2403,2024-07-09,1014,Medium,Billing,Email,123,Closed,False,False,True,4,496.34,260.85
2404,2025-04-27,1003,Low,Technical Issue,Email,36,Resolved,True,True,True,4,148.64,71.97
2405,2024-08-09,1004,Medium,Bug Report,Chat,104,Closed,True,False,False,4,267.28,183.32
2406,2024-08-25,1002,Critical,Technical Issue,Phone,159,Resolved,True,True,False,3,300.36,154.65
2407,2025-06-05,1012,High,Technical Issue,Phone,136,Open,True,False,True,5,212.13,128.2
2408,2024-10-11,1020,High,Billing,Email,96,Resolved,True,False,False,5,528.17,241.2
2409,2025-03-30,1009,Medium,General Inquiry,Phone,60,Resolved,True,False,True,4,24.22,10.94
2410,2024-07-24,1012,Medium,Bug Report,Web Portal,70,Pending Customer,False,False,True,4,189.71,95.73
2411,2025-01-17,1004,Medium,General Inquiry,Phone,138,Resolved,True,False,True,4,57.44,32.05
2412,2024-10-14,1007,High,Technical Issue,Email,147,Closed,True,False,False,4,101.77,47.94
2413,2025-05-01,1008,High,Account Access,Phone,224,Resolved,True,False,False,3,95.66,50.62
2414,2025-04-15,1021,High,Feature Request,Email,138,Resolved,True,False,False,5,770.29,400.57
2415,2024-09-10,1018,Medium,Technical Issue,Web Portal,89,Resolved,True,False,True,4,196.18,128.16
2416,2025-05-08,1014,Low,Billing,Email,54,Closed,True,False,True,5,235.38,143.95
2417,2025-02-10,1001,Medium,Technical Issue,Email,84,Resolved,True,False,True,4,176.82,93.49
2418,2024-11-09,1011,Low,Technical Issue,Email,49,Resolved,True,False,True,4,350.52,232.47
2419,2024-11-09,1009,High,Account Access,Email,150,Resolved,True,False,True,5,104.06,56.06
2420,2024-10-24,1006,Critical,Billing,Social Media,255,Resolved,False,False,False,4,203.15,129.15
2421,2025-04-10,1007,Low,Bug Report,Chat,53,Resolved,True,False,False,4,284.51,157.36
2422,2024-08-01,1021,Low,Technical Issue,Social Media,30,Closed,True,False,True,5,226.05,108.97
2423,2024-11-23,1006,High,Bug Report,Chat,114,Resolved,True,False,True,4,258.44,118.13
2424,2024-10-28,1014,Critical,Account Access,Phone,260,Resolved,False,True,False,2,146.57,62.7
2425,2024-10-10,1023,Low,Billing,Chat,66,Closed,True,False,False,3,594.27,376.26
2426,2025-05-03,1010,Medium,Technical Issue,Web Portal,90,Resolved,True,False,True,5,383.45,255.15
2427,2024-07-19,1021,Medium,Billing,Phone,62,Closed,True,False,True,5,404.25,238.18
2428,2025-03-27,1018,Medium,Billing,Email,79,Resolved,True,False,True,5,433.28,289.04
2429,2025-03-19,1013,Low,Technical Issue,Email,47,Resolved,False,True,True,3,137.01,78.98
2430,2025-02-05,1005,High,Account Access,Phone,116,Pending Customer,True,True,False,3,172.2,66.42
2431,2025-02-21,1021,Medium,Billing,Web Portal,56,Open,True,False,True,5,599.12,407.56
2432,2025-05-11,1014,Critical,Account Access,Chat,251,Resolved,False,True,False,3,131.88,60.16
2433,2024-11-23,1019,Medium,General Inquiry,Phone,99,Pending Customer,True,False,True,4,77.03,51.53
2434,2024-08-02,1013,High,Feature Request,Email,193,Resolved,True,False,True,5,841.09,559.26
2435,2024-12-26,1021,Medium,Billing,Phone,72,Closed,True,True,False,4,569.87,287.18
2436,2025-04-10,1016,Critical,Billing,Web Portal,355,In Progress,False,True,False,3,120.81,61.4
2437,2025-01-09,1011,Medium,Billing,Email,117,Closed,True,False,True,5,145.49,86.31
2438,2025-03-18,1019,High,Account Access,Email,141,Pending Customer,True,False,False,4,64.29,39.89
2439,2025-02-18,1012,High,Technical Issue,Phone,97,Open,True,False,True,5,361.78,233.55
2440,2024-12-08,1023,Medium,Technical Issue,Phone,81,Closed,True,True,False,3,185.31,94.21
2441,2025-02-06,1021,High,General Inquiry,Phone,128,Resolved,True,False,True,5,75.49,51.01
2442,2025-04-11,1011,Medium,Billing,Phone,91,Closed,True,False,True,4,148.8,77.67
2443,2024-11-29,1012,High,Billing,Email,157,Resolved,True,False,True,5,327.77,219.17
2444,2025-06-04,1003,Medium,Billing,Email,80,Resolved,True,False,False,5,132.04,92.03
2445,2025-03-07,1018,Medium,Billing,Phone,89,Open,True,False,True,5,158.35,98.52
2446,2024-09-16,1013,High,Account Access,Chat,125,Resolved,False,True,False,2,60.13,31.15
2447,2025-01-31,1006,Medium,Bug Report,Web Portal,64,Open,True,False,False,4,190.35,92.48
2448,2024-11-22,1010,Medium,Bug Report,Phone,102,Resolved,True,False,True,4,168.41,86.21
2449,2024-08-23,1005,Low,Account Access,Email,53,Closed,True,False,True,4,82.28,51.65
2450,2025-04-26,1011,Medium,Feature Request,Chat,87,Resolved,True,False,False,4,407.4,258.46
2451,2025-03-04,1010,Critical,Account Access,Email,248,In Progress,False,True,False,3,86.0,43.49
2452,2025-01-10,1009,Medium,Technical Issue,Social Media,59,Resolved,True,False,True,5,326.33,205.88
2453,2024-08-19,1011,Medium,Account Access,Chat,88,Open,True,False,True,4,69.99,46.94
2454,2025-05-24,1022,Medium,Billing,Phone,77,Resolved,True,False,True,5,514.19,299.19
2455,2024-12-18,1004,Medium,General Inquiry,Email,141,Closed,True,False,False,4,49.05,24.51
2456,2025-04-30,1016,Medium,Technical Issue,Email,136,Resolved,False,True,True,3,167.21,95.8
2457,2024-07-15,1008,Medium,Billing,Chat,125,Closed,True,False,True,4,296.15,185.92
2458,2024-08-06,1011,High,General Inquiry,Phone,121,Resolved,True,True,False,3,62.88,23.52
2459,2024-08-01,1018,High,Billing,Phone,137,In Progress,True,True,False,4,545.42,327.01
2460,2024-12-24,1011,High,Technical Issue,Web Portal,128,Resolved,True,False,True,5,301.65,195.32
2461,2025-06-14,1021,Low,Billing,Phone,33,Resolved,True,False,True,5,137.23,72.83
2462,2025-05-04,1020,Medium,Billing,Chat,91,Resolved,True,False,False,4,337.0,206.49
2463,2025-05-25,1011,Low,General Inquiry,Email,63,Resolved,True,False,True,5,68.4,31.13
2464,2024-07-09,1019,Medium,General Inquiry,Email,147,Closed,True,False,True,5,38.14,19.28
2465,2025-01-25,1021,Medium,Bug Report,Email,73,Resolved,True,False,True,4,188.8,90.07
2466,2025-06-20,1005,Critical,Technical Issue,Web Portal,249,In Progress,False,True,False,2,95.54,54.93
2467,2025-05-17,1001,Low,Account Access,Web Portal,49,In Progress,True,False,False,4,113.14,70.73
2468,2024-09-27,1020,Critical,Technical Issue,Email,211,Resolved,True,False,True,5,200.73,110.07
2469,2024-09-05,1012,Medium,Technical Issue,Social Media,96,Open,False,False,True,4,284.31,168.48
2470,2025-05-01,1022,Low,Feature Request,Phone,34,Closed,True,False,True,4,605.89,394.99
2471,2024-09-05,1023,High,Account Access,Email,188,Resolved,True,True,False,3,122.67,69.69
2472,2025-04-25,1022,Critical,Billing,Phone,212,Resolved,True,True,False,4,512.24,271.58
2473,2025-02-28,1006,High,Bug Report,Email,138,Closed,True,False,True,5,202.55,117.88
2474,2024-08-18,1023,Medium,Billing,Phone,95,Resolved,True,False,True,4,553.49,347.3
2475,2025-05-08,1013,Medium,Billing,Email,91,Closed,False,False,False,3,146.67,82.41
2476,2024-07-22,1015,Low,Technical Issue,Email,43,Resolved,True,False,True,5,219.94,151.52
2477,2024-07-08,1019,Critical,Billing,Social Media,330,Open,False,True,False,2,406.17,179.41
2478,2025-06-17,1007,High,Bug Report,Phone,229,Resolved,True,True,False,3,167.89,62.42
2479,2025-06-14,1012,Medium,Account Access,Web Portal,56,Resolved,True,False,True,5,77.27,39.26
2480,2025-05-23,1008,Medium,Billing,Email,154,Resolved,True,False,True,4,230.51,117.61
2481,2024-11-21,1013,Medium,Technical Issue,Chat,93,Closed,True,False,True,4,365.95,167.9
2482,2024-09-05,1007,Low,General Inquiry,Email,91,Resolved,True,False,True,4,75.48,48.98
2483,2025-03-14,1006,Medium,Technical Issue,Phone,100,Open,True,False,False,4,374.68,231.87
2484,2025-04-22,1004,High,Technical Issue,Phone,235,Closed,True,False,True,5,349.94,213.27
2485,2025-04-08,1017,Low,General Inquiry,Chat,29,Closed,True,False,True,5,54.27,35.97
2486,2025-06-12,1004,High,Bug Report,Email,173,Resolved,True,False,False,4,75.89,39.6
2487,2025-01-06,1013,Medium,Bug Report,Phone,96,Resolved,True,True,False,4,282.9,164.66
2488,2025-06-16,1007,High,Technical Issue,Social Media,246,Open,True,False,False,4,393.08,255.7
2489,2024-09-20,1012,Medium,Technical Issue,Phone,96,Pending Customer,True,False,True,5,293.28,174.43
2490,2025-05-15,1004,Low,Feature Request,Email,61,Closed,True,False,True,4,720.37,456.05
2491,2025-05-22,1003,Medium,Billing,Phone,69,Closed,True,False,True,5,268.18,158.22
2492,2025-02-21,1018,Low,Bug Report,Social Media,58,Resolved,True,False,True,5,258.88,179.6
2493,2025-01-28,1021,High,Account Access,Email,157,Closed,True,True,False,3,178.97,103.83
2494,2025-03-31,1001,Medium,Billing,Web Portal,74,In Progress,True,False,True,5,197.42,104.5
2495,2024-07-29,1002,Medium,Billing,Phone,79,Resolved,True,True,True,4,393.51,138.42
2496,2024-09-18,1006,Medium,Account Access,Phone,98,Resolved,True,True,False,4,102.72,56.67
2497,2025-03-31,1015,High,Bug Report,Chat,106,In Progress,True,False,True,5,91.38,47.07
2498,2024-09-15,1016,High,Technical Issue,Email,155,Pending Customer,True,True,False,3,246.9,91.31
2499,2024-09-28,1018,Low,Technical Issue,Email,59,Closed,True,False,True,5,393.63,186.12
2500,2025-04-16,1018,Low,Feature Request,Email,52,Closed,True,True,True,4,297.72,166.51
2501,2025-06-17,1022,Medium,Bug Report,Email,86,Resolved,False,False,True,4,237.94,115.79
2502,2024-09-04,1013,Medium,Technical Issue,Email,135,Closed,True,False,True,4,142.89,76.25
2503,2024-09-11,1002,Medium,Billing,Email,65,Closed,True,False,True,5,589.4,387.72
2504,2024-10-31,1021,Medium,Technical Issue,Email,59,Resolved,True,False,False,4,328.59,168.53
2505,2024-08-03,1008,Medium,Bug Report,Phone,96,In Progress,True,False,False,3,261.1,142.98
2506,2024-07-25,1018,Critical,General Inquiry,Email,214,Closed,True,False,False,4,59.79,34.07
2507,2024-10-08,1014,High,General Inquiry,Web Portal,139,Closed,True,False,False,4,77.25,47.05
2508,2025-04-24,1001,Medium,Feature Request,Email,92,Resolved,True,True,False,3,448.23,211.06
2509,2024-10-21,1010,Medium,Account Access,Chat,65,Closed,True,True,False,3,151.22,77.93
2510,2025-05-24,1018,High,Technical Issue,Web Portal,115,Closed,True,False,False,4,178.39,107.74
2511,2024-08-21,1015,High,Technical Issue,Chat,85,Closed,True,True,False,4,295.58,133.31
2512,2025-03-11,1023,Medium,Account Access,Web Portal,120,Closed,True,True,False,3,134.46,75.49
2513,2024-07-21,1012,Critical,Technical Issue,Email,149,Resolved,True,False,False,5,169.21,83.41
2514,2025-06-04,1012,Low,Feature Request,Phone,41,Closed,True,False,True,4,701.06,322.81
2515,2025-06-14,1016,Medium,Billing,Phone,89,Closed,True,False,True,4,305.8,154.28
2516,2025-03-26,1009,Low,Technical Issue,Web Portal,58,Closed,True,False,True,4,387.91,267.5
2517,2024-11-22,1009,Medium,Technical Issue,Chat,95,Closed,True,False,True,5,147.22,78.38
2518,2024-07-18,1017,Low,Feature Request,Social Media,29,Pending Customer,True,True,False,3,283.38,124.51
2519,2024-07-08,1010,High,Technical Issue,Web Portal,111,Closed,True,False,True,4,281.97,145.07
2520,2025-05-23,1006,Medium,General Inquiry,Phone,82,Resolved,True,False,True,4,28.98,16.92
2521,2024-12-17,1023,High,General Inquiry,Email,157,Closed,True,False,False,4,48.38,32.86
2522,2025-03-15,1005,Medium,Account Access,Social Media,86,Closed,True,False,True,4,167.98,113.78
2523,2025-01-15,1002,Medium,Account Access,Email,52,Closed,True,False,True,5,59.32,31.1
2524,2025-02-07,1016,Medium,Billing,Chat,80,Pending Customer,True,True,True,3,451.87,201.34
2525,2024-08-05,1018,Medium,Technical Issue,Phone,66,Resolved,True,False,False,4,246.22,132.9
2526,2025-06-17,1011,High,Billing,Email,125,Resolved,True,False,False,4,349.18,236.87
2527,2024-08-06,1016,Low,Billing,Social Media,74,Resolved,True,False,False,3,466.29,219.57
2528,2024-09-24,1002,Medium,Bug Report,Chat,72,Closed,True,False,True,5,107.92,74.42
2529,2024-09-10,1020,Critical,Technical Issue,Phone,220,Closed,True,True,False,4,84.14,43.26
2530,2025-04-15,1006,High,Technical Issue,Chat,156,Resolved,True,False,False,4,112.42,64.3
2531,2025-06-12,1009,Medium,Feature Request,Phone,66,Resolved,True,False,True,4,856.49,473.91
2532,2025-01-03,1005,Medium,Technical Issue,Email,73,Resolved,True,True,False,4,251.98,137.33
2533,2024-08-22,1010,Medium,Billing,Chat,102,Pending Customer,True,True,False,3,307.87,128.82
2534,2025-03-06,1019,Critical,Technical Issue,Email,331,Open,False,True,False,2,234.2,86.68
2535,2024-08-23,1009,Low,Technical Issue,Phone,36,Open,True,False,True,4,122.32,61.79
2536,2024-11-30,1017,High,Technical Issue,Web Portal,84,Closed,True,False,False,4,84.68,48.63
2537,2025-02-20,1016,High,Bug Report,Email,197,Resolved,True,False,True,4,123.32,64.98
2538,2024-11-04,1007,Low,Technical Issue,Phone,88,Closed,True,True,True,4,309.71,128.56
2539,2024-12-16,1020,Low,Billing,Email,30,Closed,True,False,True,5,160.43,88.35
2540,2025-04-15,1004,Low,Bug Report,Email,71,Closed,False,False,False,3,80.03,43.36
2541,2025-05-06,1018,Medium,Account Access,Phone,59,Resolved,True,False,True,4,99.22,57.6
2542,2025-03-09,1022,Medium,Account Access,Email,87,Open,True,False,True,4,95.7,53.26
2543,2025-05-25,1007,High,Technical Issue,Email,204,In Progress,True,False,False,3,361.68,203.55
2544,2025-02-18,1019,Medium,Billing,Chat,145,Closed,True,True,False,3,233.99,89.14
2545,2025-06-11,1004,Medium,Account Access,Chat,138,In Progress,True,False,True,4,96.6,50.69
2546,2024-12-01,1006,Medium,Feature Request,Chat,92,Resolved,True,False,True,4,525.88,306.76
2547,2025-05-04,1015,Low,Billing,Web Portal,27,Closed,True,False,False,4,573.92,283.48
2548,2024-09-21,1022,Critical,Billing,Phone,133,Closed,True,True,False,4,188.85,107.66
2549,2024-12-08,1011,Medium,General Inquiry,Email,118,Resolved,True,False,False,4,41.04,21.27
2550,2024-09-05,1020,Medium,Technical Issue,Email,50,Pending Customer,True,False,True,4,339.25,178.92
2551,2024-09-30,1013,Critical,Billing,Chat,259,Resolved,False,True,False,2,591.63,236.9
2552,2025-06-16,1020,Medium,Feature Request,Phone,85,Resolved,True,False,True,5,613.7,416.76
2553,2024-12-27,1006,Low,Billing,Phone,46,Open,True,False,True,4,494.74,286.32
2554,2024-09-13,1017,Low,Account Access,Email,36,Closed,True,False,True,5,111.54,60.73
2555,2024-12-09,1003,Critical,Feature Request,Email,171,Closed,True,False,True,5,286.91,134.46
2556,2024-07-26,1017,Low,Billing,Chat,32,Resolved,True,False,True,5,424.61,280.24
2557,2024-10-29,1004,Low,Technical Issue,Email,63,Resolved,True,False,True,5,236.06,129.25
2558,2024-12-08,1005,Medium,Bug Report,Email,79,Closed,True,False,False,4,265.78,175.26
2559,2025-02-18,1015,Medium,Technical Issue,Web Portal,42,Resolved,True,False,True,5,358.92,216.39
2560,2025-03-27,1017,Medium,Account Access,Chat,51,Resolved,False,False,True,4,165.71,98.74
2561,2025-04-13,1010,Low,Billing,Chat,52,Resolved,True,False,True,5,203.66,99.92
2562,2024-08-01,1010,Medium,Technical Issue,Phone,75,Resolved,True,True,True,4,189.13,107.71
2563,2025-02-15,1017,Low,Feature Request,Email,27,Resolved,True,False,True,5,443.68,305.5
2564,2024-11-09,1022,Medium,Billing,Email,75,Open,True,True,False,3,575.26,279.11
2565,2025-05-09,1003,Critical,General Inquiry,Chat,191,Open,True,False,False,5,60.15,32.25
2566,2024-12-26,1020,Medium,General Inquiry,Phone,59,Closed,True,False,True,4,66.23,45.93
2567,2025-04-27,1014,High,Billing,Email,197,Pending Customer,True,True,False,3,490.87,255.13
2568,2024-08-12,1012,High,Technical Issue,Phone,136,In Progress,True,False,False,4,222.09,124.5
2569,2024-09-09,1023,Low,General Inquiry,Web Portal,68,Closed,True,False,True,4,34.91,19.76
2570,2025-02-20,1019,Low,Account Access,Phone,60,Resolved,True,False,True,4,138.94,82.57
2571,2025-03-18,1022,Medium,General Inquiry,Chat,81,Resolved,True,False,True,5,86.67,54.49
2572,2024-10-13,1008,High,Bug Report,Phone,146,Open,True,False,False,4,76.29,45.55
2573,2025-05-10,1011,Critical,General Inquiry,Chat,215,Closed,True,True,False,4,79.02,28.28
2574,2024-11-07,1012,Medium,Billing,Web Portal,70,In Progress,True,False,True,5,510.11,356.85
2575,2025-02-03,1012,Critical,Technical Issue,Email,210,Closed,False,True,False,3,154.08,76.08
2576,2025-01-13,1001,Low,Technical Issue,Social Media,62,Resolved,True,False,True,5,93.73,62.23
2577,2024-09-14,1020,Medium,Account Access,Chat,71,Closed,True,False,True,5,44.38,23.27
2578,2025-06-01,1005,Medium,Account Access,Email,62,In Progress,True,False,True,5,47.1,23.08
2579,2024-10-19,1022,Medium,Billing,Chat,78,Resolved,True,False,False,4,333.0,208.22
2580,2024-08-02,1005,Medium,Technical Issue,Social Media,87,Resolved,True,False,True,5,266.13,180.81
2581,2025-04-26,1011,Medium,Feature Request,Email,89,Closed,True,True,False,3,833.13,304.72
2582,2024-12-07,1003,Medium,Technical Issue,Email,80,In Progress,True,False,True,5,396.54,219.76
2583,2025-04-20,1002,Low,Billing,Chat,44,In Progress,True,False,True,5,405.2,221.9
2584,2024-11-16,1016,High,Technical Issue,Phone,142,Closed,False,False,True,4,298.02,171.74
2585,2025-04-16,1005,Medium,Technical Issue,Phone,100,Closed,True,False,False,4,215.95,151.16
2586,2025-06-28,1004,High,Bug Report,Chat,242,Resolved,True,False,True,5,179.48,88.71
2587,2024-09-05,1023,Medium,Technical Issue,Email,138,Open,True,False,True,4,177.34,87.62
2588,2025-02-12,1010,Low,Bug Report,Phone,35,Resolved,True,False,True,4,281.95,168.81
2589,2025-03-29,1003,Critical,Feature Request,Email,184,Closed,True,False,False,5,547.71,380.63
2590,2025-04-14,1023,High,Billing,Web Portal,135,Pending Customer,True,True,False,3,395.03,231.62
